id,user_id,date,time_of_day,age,device_type,subscription_tier,experience_level,is_weekend,time_spent_minutes,tasks_attempted,tasks_completed,avg_time_per_task_seconds,focus_score,interruption_count,battery_level,network_quality,screen_brightness,notification_count,goal_completed,completion_rate
27,1,2024-09-26,Morning,50,iOS,Premium,Advanced,0,7.6,1,1,300.0,80.0,0.0,35.0,3,53,2,1,1.0
28,1,2024-09-27,Evening,50,iOS,Premium,Advanced,0,5.0,1,1,244.0,71.0,1.0,79.0,3,83,1,1,1.0
29,1,2024-09-28,Afternoon,50,iOS,Premium,Advanced,1,23.7,1,1,300.0,58.0,1.0,65.0,5,30,1,0,1.0
30,1,2024-09-28,Evening,50,iOS,Premium,Advanced,1,5.0,2,1,166.0,54.0,1.0,79.0,5,86,3,0,0.5
31,1,2024-09-30,Afternoon,50,iOS,Premium,Advanced,0,19.3,1,1,300.0,76.0,0.0,,4,96,5,1,1.0
32,1,2024-09-30,Evening,50,iOS,Premium,Advanced,0,19.6,3,3,300.0,29.0,0.0,54.0,4,49,2,1,1.0
33,2,2024-09-01,Afternoon,30,Web,Premium,Advanced,1,9.3,3,1,120.0,67.0,0.0,24.0,4,61,2,1,0.3333333333333333
34,2,2024-09-01,Morning,30,Web,Premium,Advanced,1,5.0,1,1,300.0,51.0,4.0,62.0,5,100,4,0,1.0
35,2,2024-09-03,Afternoon,30,Web,Premium,Advanced,0,18.6,5,4,212.0,73.0,2.0,89.0,5,63,0,1,0.8
36,2,2024-09-03,Morning,30,Web,Premium,Advanced,0,33.8,2,2,300.0,65.0,1.0,60.0,5,85,2,1,1.0
37,2,2024-09-04,Afternoon,30,Web,Premium,Advanced,0,35.1,2,2,300.0,45.0,0.0,93.0,5,78,3,1,1.0
38,2,2024-09-04,Morning,30,Web,Premium,Advanced,0,22.8,2,2,300.0,68.0,1.0,23.0,5,58,3,1,1.0
39,2,2024-09-05,Evening,30,Web,Premium,Advanced,0,17.1,2,2,300.0,64.0,2.0,87.0,3,35,1,0,1.0
40,2,2024-09-05,Morning,30,Web,Premium,Advanced,0,26.3,7,5,213.0,74.0,2.0,74.0,3,85,1,1,0.7142857142857143
41,2,2024-09-06,Afternoon,30,Web,Premium,Advanced,0,14.4,3,2,273.0,80.0,1.0,86.0,5,29,3,1,0.6666666666666666
42,2,2024-09-07,Morning,30,Web,Premium,Advanced,1,10.2,5,3,112.0,68.0,4.0,58.0,3,100,1,1,0.6
43,2,2024-09-09,Evening,30,Web,Premium,Advanced,0,19.0,6,6,201.0,54.0,2.0,67.0,4,43,0,1,1.0
44,2,2024-09-10,Evening,30,Web,Premium,Advanced,0,20.2,3,2,300.0,73.0,0.0,58.0,5,100,0,0,0.6666666666666666
45,2,2024-09-11,Afternoon,30,Web,Premium,Advanced,0,14.5,2,0,0.0,72.0,0.0,24.0,5,66,2,1,0.0
46,2,2024-09-11,Morning,30,Web,Premium,Advanced,0,33.1,1,1,300.0,90.0,1.0,31.0,4,70,1,1,1.0
47,2,2024-09-12,Afternoon,30,Web,Premium,Advanced,0,33.5,4,3,300.0,45.0,1.0,91.0,5,65,2,1,0.75
48,2,2024-09-12,Evening,30,Web,Premium,Advanced,0,27.9,4,2,300.0,100.0,2.0,51.0,4,100,0,1,0.5
49,2,2024-09-12,Morning,30,Web,Premium,Advanced,0,25.1,3,2,300.0,64.0,0.0,43.0,4,76,1,1,0.6666666666666666
50,2,2024-09-16,Evening,30,Web,Premium,Advanced,0,22.5,3,3,300.0,47.0,1.0,51.0,4,48,0,1,1.0
51,2,2024-09-16,Morning,30,Web,Premium,Advanced,0,17.8,2,2,300.0,36.0,3.0,44.0,4,82,2,0,1.0
52,2,2024-09-17,Evening,30,Web,Premium,Advanced,0,5.0,1,1,300.0,64.0,1.0,61.0,5,51,5,0,1.0
53,2,2024-09-18,Evening,30,Web,Premium,Advanced,0,10.1,2,2,300.0,68.0,1.0,45.0,3,94,3,1,1.0
54,2,2024-09-20,Morning,30,Web,Premium,Advanced,0,10.8,3,1,272.0,73.0,3.0,59.0,4,93,1,1,0.3333333333333333
55,2,2024-09-22,Afternoon,30,Web,Premium,Advanced,1,10.5,2,2,300.0,37.0,1.0,39.0,3,85,1,1,1.0
56,2,2024-09-23,Afternoon,30,Web,Premium,Advanced,0,21.0,1,1,300.0,78.0,1.0,93.0,5,62,4,1,1.0
57,2,2024-09-23,Morning,30,Web,Premium,Advanced,0,20.1,2,1,300.0,61.0,1.0,43.0,4,45,2,1,0.5
58,2,2024-09-27,Evening,30,Web,Premium,Advanced,0,27.9,5,5,284.0,95.0,0.0,27.0,4,100,0,1,1.0
59,2,2024-09-27,Morning,30,Web,Premium,Advanced,0,7.1,3,3,186.0,73.0,3.0,45.0,3,98,1,1,1.0
60,2,2024-09-28,Morning,30,Web,Premium,Advanced,1,19.1,3,2,300.0,60.0,2.0,92.0,4,69,1,1,0.6666666666666666
61,2,2024-09-29,Morning,30,Web,Premium,Advanced,1,14.6,1,1,300.0,92.0,0.0,49.0,4,42,2,1,1.0
62,2,2024-09-30,Morning,30,Web,Premium,Advanced,0,14.5,2,0,0.0,39.0,2.0,33.0,3,54,1,1,0.0
63,3,2024-09-01,Morning,55,Web,Basic,Beginner,1,5.0,3,1,71.0,31.0,1.0,66.0,4,31,2,0,0.3333333333333333
64,3,2024-09-02,Afternoon,55,Web,Basic,Beginner,0,5.0,3,2,45.0,17.0,4.0,53.0,5,89,4,0,0.6666666666666666
65,3,2024-09-04,Afternoon,55,Web,Basic,Beginner,0,5.0,6,2,62.0,23.0,2.0,77.0,4,69,1,1,0.3333333333333333
66,3,2024-09-05,Evening,55,Web,Basic,Beginner,0,14.0,2,1,300.0,17.0,0.0,68.0,4,56,5,0,0.5
67,3,2024-09-07,Afternoon,55,Web,Basic,Beginner,1,27.9,1,0,0.0,41.0,1.0,46.0,2,90,2,1,0.0
68,3,2024-09-10,Evening,55,Web,Basic,Beginner,0,8.3,2,1,226.0,46.0,2.0,87.0,3,100,5,0,0.5
69,3,2024-09-13,Afternoon,55,Web,Basic,Beginner,0,9.1,1,0,0.0,26.0,4.0,63.0,4,86,4,0,0.0
70,3,2024-09-13,Evening,55,Web,Basic,Beginner,0,10.7,1,0,0.0,46.0,2.0,34.0,4,100,3,1,0.0
71,3,2024-09-16,Evening,55,Web,Basic,Beginner,0,36.7,1,1,300.0,39.0,0.0,53.0,5,52,0,0,1.0
72,3,2024-09-17,Evening,55,Web,Basic,Beginner,0,26.1,1,1,300.0,48.0,4.0,88.0,5,68,4,0,1.0
73,3,2024-09-18,Evening,55,Web,Basic,Beginner,0,5.0,1,0,0.0,43.0,0.0,87.0,5,64,2,0,0.0
74,3,2024-09-18,Morning,55,Web,Basic,Beginner,0,5.0,3,1,120.0,16.0,1.0,58.0,5,98,0,0,0.3333333333333333
75,3,2024-09-19,Evening,55,Web,Basic,Beginner,0,5.0,2,0,0.0,44.0,0.0,81.0,4,68,5,0,0.0
76,3,2024-09-22,Evening,55,Web,Basic,Beginner,1,17.5,1,0,0.0,58.0,2.0,88.0,4,84,2,0,0.0
77,3,2024-09-23,Evening,55,Web,Basic,Beginner,0,15.0,2,0,0.0,31.0,0.0,78.0,4,54,4,1,0.0
78,3,2024-09-24,Morning,55,Web,Basic,Beginner,0,10.9,1,0,0.0,28.0,3.0,39.0,3,20,3,0,0.0
79,3,2024-09-26,Afternoon,55,Web,Basic,Beginner,0,18.1,2,0,0.0,27.0,3.0,83.0,4,66,4,0,0.0
80,3,2024-09-26,Morning,55,Web,Basic,Beginner,0,5.0,3,2,157.0,46.0,2.0,42.0,5,100,2,1,0.6666666666666666
81,3,2024-09-30,Morning,55,Web,Basic,Beginner,0,25.1,2,1,300.0,66.0,3.0,63.0,5,78,3,0,0.5
82,4,2024-09-05,Morning,40,iOS,Basic,Intermediate,0,15.1,1,0,0.0,48.0,0.0,35.0,3,71,6,1,0.0
83,4,2024-09-14,Afternoon,40,iOS,Basic,Intermediate,1,9.3,1,0,0.0,67.0,0.0,54.0,3,78,1,0,0.0
84,4,2024-09-14,Evening,40,iOS,Basic,Intermediate,1,5.0,2,1,211.0,35.0,0.0,28.0,4,97,1,1,0.5
85,4,2024-09-17,Morning,40,iOS,Basic,Intermediate,0,5.0,2,1,145.0,66.0,3.0,91.0,5,49,2,0,0.5
86,4,2024-09-18,Afternoon,40,iOS,Basic,Intermediate,0,5.0,1,1,300.0,58.0,2.0,92.0,4,80,2,0,1.0
87,4,2024-09-27,Morning,40,iOS,Basic,Intermediate,0,5.0,1,0,0.0,66.0,2.0,48.0,5,88,2,1,0.0
88,4,2024-09-28,Morning,40,iOS,Basic,Intermediate,1,7.2,1,0,0.0,22.0,1.0,22.0,4,80,2,0,0.0
89,5,2024-09-02,Afternoon,30,Web,Free,Advanced,0,24.9,2,2,300.0,49.0,1.0,43.0,5,100,0,0,1.0
90,5,2024-09-02,Evening,30,Web,Free,Advanced,0,10.9,4,2,158.0,82.0,3.0,68.0,5,100,3,1,0.5
91,5,2024-09-03,Afternoon,30,Web,Free,Advanced,0,32.0,5,5,300.0,84.0,1.0,62.0,5,66,2,1,1.0
92,5,2024-09-03,Evening,30,Web,Free,Advanced,0,22.0,3,3,300.0,58.0,0.0,27.0,3,52,6,1,1.0
93,5,2024-09-03,Morning,30,Web,Free,Advanced,0,10.2,3,3,211.0,53.0,0.0,57.0,4,64,0,1,1.0
94,5,2024-09-04,Evening,30,Web,Free,Advanced,0,9.9,1,1,300.0,63.0,2.0,31.0,3,85,1,0,1.0
95,5,2024-09-05,Afternoon,30,Web,Free,Advanced,0,26.2,5,5,287.0,69.0,0.0,77.0,5,77,1,1,1.0
96,5,2024-09-05,Evening,30,Web,Free,Advanced,0,7.7,1,1,300.0,59.0,3.0,79.0,3,20,3,0,1.0
97,5,2024-09-05,Morning,30,Web,Free,Advanced,0,5.0,5,4,32.0,47.0,0.0,68.0,3,78,3,1,0.8
98,5,2024-09-06,Afternoon,30,Web,Free,Advanced,0,5.0,3,3,147.0,60.0,1.0,77.0,5,100,2,0,1.0
99,5,2024-09-06,Evening,30,Web,Free,Advanced,0,20.4,1,1,300.0,51.0,1.0,80.0,4,72,2,1,1.0
100,5,2024-09-07,Evening,30,Web,Free,Advanced,1,25.6,2,1,300.0,58.0,1.0,72.0,3,79,0,0,0.5
101,5,2024-09-09,Afternoon,30,Web,Free,Advanced,0,20.7,1,0,0.0,41.0,2.0,36.0,3,89,1,1,0.0
102,5,2024-09-09,Evening,30,Web,Free,Advanced,0,29.5,2,2,300.0,48.0,1.0,23.0,1,71,0,0,1.0
103,5,2024-09-09,Morning,30,Web,Free,Advanced,0,12.0,3,1,218.0,60.0,3.0,28.0,1,80,1,1,0.3333333333333333
104,5,2024-09-10,Afternoon,30,Web,Free,Advanced,0,5.0,3,0,0.0,57.0,0.0,83.0,4,68,1,0,0.0
105,5,2024-09-10,Evening,30,Web,Free,Advanced,0,28.1,4,4,300.0,58.0,3.0,71.0,3,89,1,1,1.0
106,5,2024-09-10,Morning,30,Web,Free,Advanced,0,32.7,5,3,300.0,64.0,3.0,89.0,3,81,3,1,0.6
107,5,2024-09-11,Evening,30,Web,Free,Advanced,0,45.0,4,3,300.0,80.0,1.0,74.0,5,66,3,1,0.75
108,5,2024-09-12,Evening,30,Web,Free,Advanced,0,16.2,1,1,300.0,76.0,2.0,33.0,4,87,2,0,1.0
109,5,2024-09-13,Afternoon,30,Web,Free,Advanced,0,22.0,3,2,300.0,59.0,1.0,26.0,4,100,1,1,0.6666666666666666
110,5,2024-09-13,Morning,30,Web,Free,Advanced,0,13.0,4,4,158.0,65.0,4.0,21.0,5,81,0,1,1.0
111,5,2024-09-14,Morning,30,Web,Free,Advanced,1,17.5,2,2,300.0,72.0,0.0,51.0,4,97,4,0,1.0
112,5,2024-09-15,Evening,30,Web,Free,Advanced,1,8.6,1,1,300.0,47.0,3.0,67.0,5,65,1,0,1.0
113,5,2024-09-16,Afternoon,30,Web,Free,Advanced,0,6.3,3,2,132.0,79.0,3.0,58.0,4,48,0,1,0.6666666666666666
114,5,2024-09-16,Evening,30,Web,Free,Advanced,0,16.6,4,4,202.0,62.0,3.0,61.0,5,48,6,0,1.0
115,5,2024-09-17,Afternoon,30,Web,Free,Advanced,0,35.3,5,3,300.0,55.0,2.0,39.0,2,54,1,1,0.6
116,5,2024-09-18,Evening,30,Web,Free,Advanced,0,13.6,3,3,300.0,62.0,0.0,61.0,5,59,2,0,1.0
117,5,2024-09-19,Afternoon,30,Web,Free,Advanced,0,5.1,2,2,171.0,36.0,1.0,62.0,4,49,2,1,1.0
118,5,2024-09-20,Evening,30,Web,Free,Advanced,0,15.8,1,1,300.0,59.0,1.0,20.0,4,79,2,0,1.0
119,5,2024-09-21,Afternoon,30,Web,Free,Advanced,1,10.2,2,2,276.0,48.0,1.0,76.0,4,20,1,1,1.0
120,5,2024-09-21,Evening,30,Web,Free,Advanced,1,14.3,2,1,300.0,90.0,3.0,22.0,4,100,1,0,0.5
121,5,2024-09-21,Morning,30,Web,Free,Advanced,1,14.1,5,1,239.0,55.0,1.0,94.0,4,86,0,1,0.2
122,5,2024-09-23,Evening,30,Web,Free,Advanced,0,5.0,2,2,103.0,76.0,2.0,26.0,4,100,2,1,1.0
123,5,2024-09-25,Afternoon,30,Web,Free,Advanced,0,6.7,4,4,123.0,82.0,5.0,94.0,5,93,1,1,1.0
124,5,2024-09-25,Evening,30,Web,Free,Advanced,0,23.1,1,0,0.0,57.0,2.0,60.0,2,53,2,1,0.0
125,5,2024-09-26,Morning,30,Web,Free,Advanced,0,16.4,4,3,266.0,57.0,0.0,22.0,3,100,2,1,0.75
126,5,2024-09-27,Afternoon,30,Web,Free,Advanced,0,34.7,3,2,300.0,61.0,1.0,27.0,5,100,5,1,0.6666666666666666
127,5,2024-09-27,Morning,30,Web,Free,Advanced,0,21.4,1,1,300.0,79.0,2.0,22.0,4,45,5,0,1.0
128,5,2024-09-28,Afternoon,30,Web,Free,Advanced,1,18.9,3,3,300.0,66.0,0.0,26.0,5,61,1,1,1.0
129,5,2024-09-28,Evening,30,Web,Free,Advanced,1,13.9,3,3,257.0,74.0,2.0,78.0,5,95,3,1,1.0
130,5,2024-09-28,Morning,30,Web,Free,Advanced,1,5.0,7,7,30.0,60.0,1.0,77.0,4,57,2,0,1.0
131,5,2024-09-30,Afternoon,30,Web,Free,Advanced,0,11.6,2,2,300.0,51.0,1.0,44.0,4,68,3,1,1.0
132,6,2024-09-01,Evening,60,Web,Basic,Beginner,1,20.1,1,0,0.0,50.0,1.0,22.0,4,58,1,0,0.0
133,6,2024-09-02,Evening,60,Web,Basic,Beginner,0,7.3,2,1,196.0,44.0,3.0,78.0,5,61,2,0,0.5
134,6,2024-09-02,Morning,60,Web,Basic,Beginner,0,12.8,7,3,129.0,28.0,1.0,80.0,4,70,2,1,0.42857142857142855
135,6,2024-09-05,Afternoon,60,Web,Basic,Beginner,0,6.4,3,0,0.0,45.0,1.0,71.0,1,68,2,1,0.0
136,6,2024-09-06,Afternoon,60,Web,Basic,Beginner,0,20.4,4,1,292.0,81.0,1.0,69.0,4,98,1,1,0.25
137,6,2024-09-10,Afternoon,60,Web,Basic,Beginner,0,5.0,5,1,84.0,55.0,3.0,78.0,5,100,6,1,0.2
138,6,2024-09-14,Afternoon,60,Web,Basic,Beginner,1,18.0,1,0,0.0,43.0,1.0,64.0,4,92,1,0,0.0
139,6,2024-09-15,Morning,60,Web,Basic,Beginner,1,5.0,1,0,0.0,31.0,4.0,52.0,4,52,1,0,0.0
140,6,2024-09-16,Evening,60,Web,Basic,Beginner,0,5.0,1,1,293.0,53.0,2.0,81.0,3,72,5,0,1.0
141,6,2024-09-17,Morning,60,Web,Basic,Beginner,0,11.2,1,0,0.0,40.0,2.0,61.0,4,75,2,1,0.0
142,6,2024-09-18,Afternoon,60,Web,Basic,Beginner,0,5.6,2,0,0.0,59.0,0.0,58.0,4,69,6,0,0.0
143,6,2024-09-18,Evening,60,Web,Basic,Beginner,0,5.0,3,1,104.0,46.0,1.0,39.0,3,65,2,1,0.3333333333333333
144,6,2024-09-19,Morning,60,Web,Basic,Beginner,0,17.8,3,2,300.0,47.0,3.0,94.0,2,44,5,0,0.6666666666666666
145,6,2024-09-22,Evening,60,Web,Basic,Beginner,1,5.0,2,1,187.0,33.0,0.0,54.0,4,58,1,0,0.5
146,6,2024-09-23,Morning,60,Web,Basic,Beginner,0,17.2,3,2,300.0,68.0,3.0,21.0,5,58,3,0,0.6666666666666666
147,6,2024-09-24,Afternoon,60,Web,Basic,Beginner,0,16.6,5,2,212.0,36.0,0.0,59.0,3,69,0,0,0.4
148,6,2024-09-24,Evening,60,Web,Basic,Beginner,0,11.3,4,3,168.0,72.0,0.0,92.0,3,57,3,0,0.75
149,6,2024-09-25,Afternoon,60,Web,Basic,Beginner,0,20.7,2,2,300.0,39.0,0.0,69.0,4,100,1,1,1.0
150,6,2024-09-26,Evening,60,Web,Basic,Beginner,0,18.1,1,0,0.0,44.0,0.0,27.0,4,67,5,0,0.0
151,6,2024-09-28,Morning,60,Web,Basic,Beginner,1,5.0,1,1,300.0,37.0,1.0,94.0,5,42,2,0,1.0
152,6,2024-09-29,Morning,60,Web,Basic,Beginner,1,25.9,2,1,300.0,63.0,5.0,42.0,5,85,3,1,0.5
153,7,2024-09-01,Afternoon,35,Web,Premium,Beginner,1,29.6,2,1,300.0,64.0,2.0,70.0,4,67,3,0,0.5
154,7,2024-09-01,Evening,35,Web,Premium,Beginner,1,14.1,2,1,300.0,79.0,1.0,29.0,4,51,3,0,0.5
155,7,2024-09-02,Afternoon,35,Web,Premium,Beginner,0,23.9,2,1,300.0,30.0,3.0,60.0,3,95,1,0,0.5
156,7,2024-09-02,Evening,35,Web,Premium,Beginner,0,7.6,1,0,0.0,70.0,0.0,29.0,4,69,3,1,0.0
157,7,2024-09-03,Evening,35,Web,Premium,Beginner,0,5.0,5,2,64.0,68.0,1.0,83.0,4,42,1,1,0.4
158,7,2024-09-04,Morning,35,Web,Premium,Beginner,0,10.4,2,0,0.0,51.0,5.0,65.0,3,76,1,1,0.0
159,7,2024-09-05,Morning,35,Web,Premium,Beginner,0,8.9,2,1,274.0,61.0,0.0,53.0,5,100,3,0,0.5
160,7,2024-09-06,Morning,35,Web,Premium,Beginner,0,8.8,2,2,275.0,50.0,3.0,86.0,5,75,0,1,1.0
161,7,2024-09-08,Afternoon,35,Web,Premium,Beginner,1,18.5,2,2,300.0,74.0,0.0,24.0,4,50,2,0,1.0
162,7,2024-09-09,Evening,35,Web,Premium,Beginner,0,11.0,5,2,136.0,78.0,0.0,44.0,5,85,2,0,0.4
163,7,2024-09-10,Evening,35,Web,Premium,Beginner,0,28.3,2,0,0.0,62.0,0.0,57.0,5,72,4,1,0.0
164,7,2024-09-10,Morning,35,Web,Premium,Beginner,0,15.2,2,2,300.0,66.0,0.0,59.0,5,90,1,0,1.0
165,7,2024-09-11,Afternoon,35,Web,Premium,Beginner,0,8.6,2,2,247.0,48.0,3.0,59.0,4,75,1,0,1.0
166,7,2024-09-11,Evening,35,Web,Premium,Beginner,0,14.7,1,1,300.0,18.0,3.0,84.0,5,59,3,1,1.0
167,7,2024-09-11,Morning,35,Web,Premium,Beginner,0,8.1,1,0,0.0,57.0,0.0,34.0,2,44,5,0,0.0
168,7,2024-09-12,Afternoon,35,Web,Premium,Beginner,0,5.0,3,2,67.0,47.0,1.0,55.0,4,52,6,0,0.6666666666666666
169,7,2024-09-13,Afternoon,35,Web,Premium,Beginner,0,14.9,4,3,236.0,38.0,2.0,31.0,2,100,5,1,0.75
170,7,2024-09-13,Morning,35,Web,Premium,Beginner,0,5.0,2,1,121.0,57.0,1.0,28.0,3,59,8,0,0.5
171,7,2024-09-14,Afternoon,35,Web,Premium,Beginner,1,35.4,2,0,0.0,48.0,0.0,87.0,3,51,0,1,0.0
172,7,2024-09-16,Evening,35,Web,Premium,Beginner,0,39.3,5,1,300.0,75.0,1.0,30.0,3,66,1,1,0.2
173,7,2024-09-16,Morning,35,Web,Premium,Beginner,0,5.0,4,1,85.0,41.0,1.0,85.0,4,31,3,0,0.25
174,7,2024-09-17,Evening,35,Web,Premium,Beginner,0,10.9,2,0,0.0,62.0,2.0,49.0,2,43,3,0,0.0
175,7,2024-09-18,Afternoon,35,Web,Premium,Beginner,0,5.1,6,2,57.0,51.0,1.0,77.0,3,54,1,1,0.3333333333333333
176,7,2024-09-18,Evening,35,Web,Premium,Beginner,0,18.0,2,0,0.0,81.0,0.0,31.0,3,65,6,0,0.0
177,7,2024-09-18,Morning,35,Web,Premium,Beginner,0,5.0,2,1,203.0,71.0,2.0,43.0,3,42,2,1,0.5
178,7,2024-09-19,Morning,35,Web,Premium,Beginner,0,8.6,4,4,138.0,59.0,2.0,68.0,4,73,1,0,1.0
179,7,2024-09-20,Evening,35,Web,Premium,Beginner,0,5.0,2,0,0.0,73.0,0.0,34.0,5,97,4,1,0.0
180,7,2024-09-21,Afternoon,35,Web,Premium,Beginner,1,18.3,3,0,0.0,44.0,0.0,67.0,5,100,3,0,0.0
181,7,2024-09-23,Afternoon,35,Web,Premium,Beginner,0,5.0,2,1,133.0,35.0,2.0,40.0,3,100,2,1,0.5
182,7,2024-09-23,Morning,35,Web,Premium,Beginner,0,20.1,3,0,0.0,44.0,2.0,72.0,5,43,1,1,0.0
183,7,2024-09-24,Afternoon,35,Web,Premium,Beginner,0,7.8,3,1,228.0,60.0,1.0,89.0,3,100,1,0,0.3333333333333333
184,7,2024-09-25,Afternoon,35,Web,Premium,Beginner,0,5.0,3,2,104.0,77.0,1.0,51.0,4,83,2,1,0.6666666666666666
185,7,2024-09-25,Evening,35,Web,Premium,Beginner,0,15.3,2,0,0.0,63.0,2.0,76.0,4,72,3,1,0.0
186,7,2024-09-26,Evening,35,Web,Premium,Beginner,0,7.8,2,0,0.0,46.0,1.0,84.0,3,52,3,1,0.0
187,7,2024-09-26,Morning,35,Web,Premium,Beginner,0,21.8,3,2,300.0,48.0,2.0,41.0,2,62,1,1,0.6666666666666666
188,7,2024-09-27,Afternoon,35,Web,Premium,Beginner,0,24.1,3,0,0.0,67.0,2.0,35.0,5,87,3,0,0.0
189,7,2024-09-27,Morning,35,Web,Premium,Beginner,0,24.1,1,1,300.0,50.0,3.0,49.0,3,73,0,0,1.0
190,7,2024-09-28,Evening,35,Web,Premium,Beginner,1,5.0,2,1,125.0,40.0,1.0,49.0,3,91,2,1,0.5
191,7,2024-09-30,Afternoon,35,Web,Premium,Beginner,0,15.9,4,0,0.0,61.0,2.0,60.0,5,58,1,0,0.0
192,8,2024-09-01,Afternoon,20,Android,Basic,Intermediate,1,24.9,3,2,300.0,84.0,1.0,66.0,5,65,0,0,0.6666666666666666
193,8,2024-09-01,Morning,20,Android,Basic,Intermediate,1,31.6,1,0,0.0,87.0,0.0,54.0,4,54,1,1,0.0
194,8,2024-09-02,Afternoon,20,Android,Basic,Intermediate,0,27.8,3,2,300.0,48.0,0.0,93.0,3,78,1,1,0.6666666666666666
195,8,2024-09-02,Morning,20,Android,Basic,Intermediate,0,27.0,4,4,300.0,92.0,0.0,36.0,4,46,2,1,1.0
196,8,2024-09-03,Evening,20,Android,Basic,Intermediate,0,25.4,7,6,227.0,95.0,2.0,58.0,3,82,0,0,0.8571428571428571
197,8,2024-09-03,Morning,20,Android,Basic,Intermediate,0,36.9,8,6,300.0,33.0,0.0,57.0,4,86,2,0,0.75
198,8,2024-09-04,Morning,20,Android,Basic,Intermediate,0,24.2,3,2,300.0,94.0,2.0,52.0,5,68,2,1,0.6666666666666666
199,8,2024-09-05,Afternoon,20,Android,Basic,Intermediate,0,30.9,7,6,251.0,53.0,0.0,23.0,3,67,1,1,0.8571428571428571
200,8,2024-09-05,Evening,20,Android,Basic,Intermediate,0,29.8,5,5,300.0,45.0,1.0,45.0,5,82,1,1,1.0
